"","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents..advice","Questionnaires.or.polls","Internet.usage","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Smoking","Alcohol","Healthy.eating","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action"
"37",18,173,65,1,"female","right handed","secondary school","no","city","block of flats",3,3,3,3,4,3,5,5,4,5,2,4,1,3,3,4,4,1,5,4,3,5,5,2,4,3,1,1,4,4,2,"i am often early","only to avoid hurting someone",2,3,4,4,1,3,4,5,2,3,1,5,2,4,4,3,3,4,3,2,3,5,4,"few hours a day",3,1,4,3,5,4,1,3,2,5,4,5,3,3,3,5,3,2,5,5,5,3,4,5,3,4,3,2,4,1,1,1,2,1,2,4,4,4,4,5,1,5,"1","3",2,5,4,4,4,3,2,3,5,3,1,3,2,3,4,4,4,1,1,1,1,1,1,1,1,1,4,5,3,5,4,4,4,4,5,5,3,1,5
"38",21,185,101,1,"male","right handed","secondary school","no","city","block of flats",5,2,2,2,4,2,5,4,5,5,5,1,5,4,3,3,5,1,5,3,5,5,5,3,3,3,3,1,3,1,1,"i am often early","sometimes",1,2,5,3,1,3,5,2,3,2,3,3,1,1,4,5,5,3,5,3,5,3,3,"few hours a day",1,1,1,3,1,1,1,3,3,2,3,3,5,3,3,4,3,2,5,3,2,2,4,3,3,2,2,5,5,1,5,1,3,5,5,2,4,4,1,5,5,3,"4","3",4,3,5,5,4,3,3,3,5,5,1,1,1,5,1,2,3,5,2,1,2,2,2,1,1,1,1,4,3,2,5,2,3,4,2,2,4,3,4
"39",23,168,60,1,"female","right handed","secondary school","no","village","house/bungalow",3,1,5,3,5,3,4,5,1,4,2,2,1,4,5,3,5,1,5,5,3,5,5,4,4,3,3,5,3,1,2,"i am often running late","only to avoid hurting someone",3,4,3,5,1,1,4,5,1,2,1,5,3,4,3,1,2,4,5,4,2,4,3,"few hours a day",3,4,2,4,5,1,1,1,3,2,3,4,4,3,2,5,2,5,5,1,5,3,5,4,3,1,4,2,4,5,3,5,3,4,4,2,4,3,3,5,1,5,"2","3",3,5,5,1,1,1,1,1,5,5,5,3,1,5,2,5,4,1,2,4,5,2,2,1,3,4,4,5,1,4,5,5,3,3,5,5,5,2,5
"40",21,155,46,1,"female","right handed","secondary school","no","city","house/bungalow",2,5,1,3,3,3,4,4,3,3,5,3,1,3,1,4,2,5,3,1,1,4,5,4,3,3,5,3,3,1,1,"i am often early","sometimes",2,3,4,4,3,3,2,3,3,3,4,5,5,5,3,5,3,4,2,2,5,3,4,"few hours a day",3,3,2,2,5,5,5,3,4,4,4,1,1,1,1,5,2,2,3,5,3,3,1,5,1,4,1,3,5,1,2,1,5,5,2,2,4,5,2,3,3,5,"1","1",3,3,5,3,1,3,3,2,5,3,3,3,2,2,3,5,5,4,4,1,2,1,5,2,1,2,2,4,5,5,5,5,3,4,5,5,4,2,3
"41",26,172,62,1,"female","right handed","secondary school","no","city","block of flats",4,1,1,2,4,3,5,3,4,2,3,3,3,2,1,3,4,3,3,1,4,4,3,3,3,3,3,2,4,3,3,"i am often early","only to avoid hurting someone",3,4,2,4,1,2,2,1,5,5,3,3,2,3,3,3,1,3,2,2,1,1,3,"few hours a day",1,3,5,3,5,2,5,3,5,3,2,1,1,2,1,5,4,3,2,1,1,3,3,2,2,1,1,1,3,1,1,1,3,1,1,5,5,3,1,2,1,2,"1","3",4,3,5,1,1,5,2,2,4,3,4,1,1,1,1,5,1,1,1,3,2,1,1,1,2,3,1,5,1,5,5,3,2,1,2,2,4,1,5
"42",20,188,80,3,"male","right handed","college/bachelor degree","no","city","block of flats",3,1,4,4,5,1,3,4,5,1,4,1,1,3,1,5,3,1,4,1,1,1,1,1,2,1,1,3,4,1,3,"i am often running late","never",3,5,2,3,5,2,5,4,3,3,2,3,5,2,5,4,5,3,1,2,4,3,3,"few hours a day",2,1,1,1,1,1,1,1,1,2,5,4,5,5,5,5,5,1,1,5,5,3,3,3,1,1,1,5,5,2,4,1,1,5,1,1,1,3,1,5,5,3,"2","3",4,3,1,1,1,1,1,3,5,4,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,1,3,1,5,5,1,5,5,1,1,5,5,5
"43",19,170,90,0,"female","right handed","secondary school","yes","city","block of flats",3,4,2,3,5,3,5,5,3,5,4,1,1,2,1,3,3,1,5,2,4,5,5,3,1,2,2,4,4,3,3,"i am often early","sometimes",5,4,1,3,2,2,1,3,2,2,4,4,4,2,4,3,1,4,5,3,4,2,2,"few hours a day",1,1,3,1,5,1,1,1,3,5,2,5,1,5,1,5,5,5,5,2,3,2,5,4,3,3,2,2,3,1,2,1,3,1,1,2,4,4,2,5,3,5,"1","1",3,5,4,1,2,2,4,3,5,5,2,2,2,3,4,5,5,4,4,3,3,3,3,4,3,3,1,5,4,4,5,5,5,3,5,5,4,3,5
"44",20,163,55,1,"female","right handed","college/bachelor degree","no","city","block of flats",3,4,5,5,4,2,5,5,3,5,3,2,3,3,4,5,3,2,4,3,4,3,3,3,5,3,3,1,3,3,4,"i am always on time","only to avoid hurting someone",2,4,3,3,4,4,2,4,4,4,5,3,3,3,4,5,1,3,4,4,4,3,3,"most of the day",1,3,4,5,5,5,3,2,4,1,2,4,2,1,1,5,3,5,1,1,3,5,5,1,2,2,5,1,3,2,2,5,4,3,1,3,5,3,3,5,2,5,"2","5",3,3,5,5,5,5,5,5,5,4,3,1,1,2,2,5,4,1,2,3,2,2,2,4,3,3,1,5,1,1,5,4,3,2,5,5,3,1,4
"45",25,170,67,1,"female","right handed","masters degree","no","village","block of flats",5,4,5,3,3,3,4,5,2,5,3,1,3,3,5,2,5,3,5,3,5,5,5,4,5,4,3,5,3,3,5,"i am often early","only to avoid hurting someone",2,1,3,4,3,3,1,5,4,3,5,2,4,5,4,4,2,3,2,1,4,3,4,"few hours a day",3,2,4,5,5,5,3,3,5,3,4,5,5,3,4,4,3,4,3,2,5,4,3,1,4,1,3,4,3,3,1,3,4,2,2,5,5,4,4,5,5,5,"5","3",3,4,4,3,3,5,3,4,4,4,4,2,1,3,3,4,4,1,1,3,1,3,3,4,5,4,3,5,3,4,5,4,3,1,5,4,4,1,3
"46",27,181,78,1,"male","right handed","masters degree","no","","block of flats",5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,5,5,5,1,4,1,5,5,4,1,5,5,3,2,2,2,"i am often early","never",2,5,2,5,5,4,5,4,4,3,4,5,5,2,4,2,1,2,5,1,5,1,3,"most of the day",5,2,2,5,5,4,1,5,4,4,5,5,5,5,5,5,5,2,1,1,3,1,2,2,1,1,1,4,2,5,5,1,4,5,1,4,3,5,2,5,1,4,"1","3",5,4,5,4,4,5,4,5,5,4,5,2,2,4,3,5,4,1,2,3,3,3,5,1,4,3,4,5,5,4,5,2,4,1,2,1,5,2,2
"47",21,163,55,1,"female","right handed","college/bachelor degree","no","city","block of flats",3,3,3,2,3,5,5,5,3,5,5,1,3,4,1,3,3,1,3,2,4,3,5,2,4,3,3,3,5,3,5,"i am always on time","sometimes",2,5,2,3,3,3,2,5,3,3,3,2,1,2,4,5,3,4,2,5,5,4,2,"few hours a day",1,1,1,1,1,2,1,1,2,1,4,3,1,2,2,5,4,2,2,1,5,4,5,2,1,5,5,4,5,3,4,1,3,5,1,4,5,4,3,5,5,4,"5","3",3,3,3,3,3,4,3,2,5,3,4,3,4,1,5,5,5,3,2,5,2,3,5,4,5,2,2,5,5,5,5,3,5,1,3,2,1,1,5
"48",19,170,60,1,"female","right handed","secondary school","yes","city","house/bungalow",3,4,5,3,3,1,4,4,2,5,3,2,1,3,2,3,3,1,4,2,4,2,2,2,4,5,2,2,3,1,4,"i am always on time","sometimes",1,2,4,4,2,4,3,3,5,5,4,5,3,2,4,4,1,4,2,3,3,3,1,"few hours a day",1,2,1,3,1,3,5,3,4,4,2,3,1,2,1,5,3,4,2,1,5,3,5,3,1,2,1,1,3,1,1,1,2,2,1,2,4,2,4,5,2,5,"2","3",3,3,4,4,4,4,3,3,5,3,3,1,1,2,3,4,4,2,2,1,3,3,3,4,3,2,3,5,3,3,4,2,2,3,3,5,2,1,5
"49",20,171,70,1,"female","right handed","secondary school","yes","village","house/bungalow",3,5,4,4,3,3,5,5,3,2,3,4,2,2,5,5,5,1,4,2,4,4,4,5,5,5,2,1,4,2,2,"i am often early","only to avoid hurting someone",3,4,3,4,4,3,1,3,5,3,5,3,5,2,4,5,4,4,3,1,3,3,3,"few hours a day",3,1,2,2,2,3,3,5,3,1,2,4,3,2,2,4,2,4,3,2,2,3,5,3,2,2,2,2,4,5,2,1,3,4,2,2,3,3,4,3,2,2,"5","3",3,4,4,3,3,3,3,4,5,4,3,1,1,1,4,3,2,1,2,5,5,2,2,2,4,2,1,3,2,2,3,2,2,1,2,2,3,1,2
"50",20,157,41,1,"female","right handed","primary school","no","city","block of flats",2,1,3,3,2,1,3,3,3,4,4,2,2,3,1,3,3,1,4,2,3,4,3,4,4,2,4,2,3,1,4,"i am often early","sometimes",2,3,4,3,2,3,3,2,2,4,3,5,3,2,3,3,3,3,3,2,3,3,1,"few hours a day",3,1,5,4,5,3,2,3,2,5,2,2,2,1,1,5,3,3,2,1,5,2,4,1,1,3,1,1,2,1,1,1,2,1,1,2,5,3,2,5,1,5,"2","3",2,4,5,1,3,3,5,2,5,4,2,1,2,2,2,3,5,3,5,3,2,2,4,2,1,2,1,5,3,4,5,3,3,3,5,3,1,1,4
"51",19,175,60,2,"female","right handed","college/bachelor degree","no","city","block of flats",3,2,4,2,5,2,3,4,4,3,2,4,5,5,4,5,5,3,4,1,2,4,4,3,3,4,1,5,3,2,3,"i am often running late","only to avoid hurting someone",2,5,4,4,2,3,4,4,3,3,4,4,4,4,4,3,2,3,4,3,4,3,3,"few hours a day",1,2,1,2,2,2,4,2,5,4,3,4,1,4,1,4,2,1,5,5,4,3,4,5,1,1,3,4,3,1,1,1,3,4,1,4,4,4,2,4,4,5,"2","3",4,4,2,3,2,4,2,4,4,3,2,4,2,5,5,5,5,2,4,4,4,3,4,4,5,1,2,5,1,5,5,4,2,4,4,4,4,1,5
"52",19,173,75,1,"female","right handed","secondary school","no","city","block of flats",3,5,4,5,4,4,5,5,2,5,4,1,2,3,5,3,3,1,5,1,5,5,1,2,4,3,1,5,3,3,3,"i am always on time","sometimes",2,4,3,4,3,3,4,5,5,4,4,3,3,4,4,5,3,3,5,2,4,4,4,"less than an hour a day",3,1,3,1,5,1,1,1,2,2,2,4,4,5,5,5,5,2,5,5,3,3,4,5,2,4,3,3,3,5,2,1,5,5,2,2,3,5,2,4,1,4,"1","1",3,5,4,1,2,2,2,3,5,3,3,3,1,4,3,5,4,3,2,2,4,4,4,3,5,3,2,5,2,4,5,5,4,3,5,5,4,3,5
"53",21,160,58,2,"female","right handed","secondary school","no","village","block of flats",1,2,1,3,4,3,3,4,5,4,5,2,2,4,4,3,5,2,5,3,3,4,4,3,3,4,1,5,3,3,5,"i am often early","sometimes",2,4,3,4,3,3,3,3,4,3,3,3,3,3,2,3,5,3,1,4,4,3,1,"few hours a day",3,3,5,4,5,5,4,3,1,3,5,4,3,3,2,4,2,2,3,4,5,3,4,2,2,3,4,2,5,5,5,5,5,5,3,1,4,4,4,5,5,3,"5","3",3,1,1,1,1,5,1,4,5,3,5,5,5,5,5,5,5,4,2,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5
"54",18,164,51,4,"female","right handed","secondary school","no","city","block of flats",3,3,5,2,5,3,5,5,1,5,1,1,1,3,5,3,5,1,5,5,5,3,5,3,5,3,5,5,3,1,5,"i am always on time","only to avoid hurting someone",1,4,2,1,5,2,1,5,5,2,2,2,5,2,4,5,4,3,3,5,5,4,4,"less than an hour a day",3,1,1,1,5,1,3,1,3,5,3,3,4,1,1,3,2,2,4,2,4,5,5,4,3,5,5,5,4,5,4,1,5,5,3,1,3,3,5,5,3,1,"2","3",3,3,5,3,3,1,2,1,5,3,4,4,3,4,5,4,3,2,2,3,3,3,3,3,5,2,5,5,3,3,5,5,1,5,5,3,3,1,5
"55",21,160,57,2,"female","right handed","college/bachelor degree","no","city","block of flats",2,1,2,4,5,1,5,5,3,3,5,1,4,3,3,4,5,1,5,3,4,5,4,3,3,3,3,3,3,3,5,"i am always on time","sometimes",3,5,2,4,5,4,5,5,3,1,5,3,3,3,3,5,4,3,3,3,5,3,3,"few hours a day",3,2,5,5,3,5,4,1,5,2,5,3,4,1,4,3,1,1,3,4,5,3,4,3,2,2,5,2,5,4,4,2,5,4,1,1,2,3,5,5,1,1,"5","3",3,3,2,2,2,4,3,5,5,3,5,5,3,5,5,5,5,4,3,3,3,4,4,3,5,4,5,5,5,5,5,5,5,3,5,5,5,2,5
"56",23,165,45,1,"female","right handed","college/bachelor degree","no","village","house/bungalow",3,4,2,3,3,2,4,4,4,4,4,3,1,5,3,5,5,4,4,2,2,5,5,3,2,4,5,3,2,2,4,"i am often early","sometimes",1,3,4,2,1,4,3,2,4,5,3,4,3,2,4,2,3,3,2,3,3,2,3,"few hours a day",2,2,5,3,5,5,5,3,5,4,4,5,2,2,3,5,4,3,3,4,3,4,5,3,3,2,3,2,4,4,2,1,1,3,1,3,3,4,2,4,4,5,"5","5",4,5,3,3,3,4,3,3,5,3,4,2,2,4,3,4,3,3,2,4,3,3,4,4,4,5,3,5,2,4,3,3,2,3,4,4,3,2,3
"57",20,170,64,2,"female","left handed","secondary school","","city","block of flats",2,3,3,5,4,3,5,5,5,5,3,2,2,5,3,5,5,3,5,3,4,5,5,5,4,4,1,1,3,3,5,"i am often running late","sometimes",3,2,3,4,3,3,4,5,3,3,4,3,3,3,4,3,5,3,2,5,5,3,3,"few hours a day",3,1,5,3,3,5,1,5,1,3,3,4,4,4,3,4,4,4,2,1,5,2,5,2,4,3,5,2,3,2,1,3,5,1,2,2,2,3,4,5,2,3,"5","5",3,3,3,3,5,5,3,3,5,3,1,2,3,4,3,4,5,1,4,2,3,4,5,5,1,1,4,5,4,2,5,5,3,2,4,4,3,3,3
"58",21,157,45,1,"female","right handed","secondary school","no","city","block of flats",2,3,3,2,5,2,4,5,2,3,1,2,1,5,4,5,5,3,4,1,4,5,4,2,5,5,5,4,4,2,4,"i am always on time","sometimes",1,2,3,4,2,2,3,2,3,4,1,5,5,5,3,2,2,3,2,5,1,5,2,"few hours a day",2,2,2,2,5,3,3,4,4,5,5,5,2,1,1,5,1,3,3,1,5,2,3,3,2,1,5,4,5,2,2,1,5,3,1,5,5,3,5,5,2,5,"5","5",3,5,3,4,5,5,2,4,5,3,3,3,2,3,2,2,5,2,2,2,2,4,5,5,1,1,2,5,4,4,5,3,5,3,5,5,5,2,4
"59",19,185,71,1,"male","right handed","secondary school","no","village","house/bungalow",4,5,5,4,5,3,5,5,1,5,4,4,3,5,4,5,5,4,4,4,2,5,5,5,4,5,4,1,3,1,3,"i am often running late","everytime it suits me",1,2,5,5,3,1,1,4,2,1,4,3,5,3,4,2,4,3,1,3,3,4,4,"few hours a day",1,1,2,5,1,5,3,5,4,3,3,3,1,3,2,4,3,1,5,4,1,5,4,5,1,2,1,1,4,2,1,1,5,3,3,2,4,4,1,5,3,3,"1","3",3,5,4,2,4,2,2,5,5,5,5,3,2,3,2,5,1,1,1,2,2,1,2,2,3,3,1,5,2,4,5,1,3,2,3,3,5,1,4
"60",22,178,74,1,"male","right handed","college/bachelor degree","no","city","block of flats",5,4,4,4,4,1,5,4,5,3,4,5,1,1,5,4,1,4,1,2,1,1,5,3,5,4,4,4,4,2,2,"i am often early","everytime it suits me",2,1,3,4,2,3,5,3,5,1,2,5,5,2,3,3,3,3,3,5,5,3,3,"few hours a day",5,1,1,4,2,3,1,1,2,5,4,4,5,1,1,3,3,2,1,1,5,5,3,1,3,1,4,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,"5","5",3,1,4,3,3,2,2,4,5,4,2,1,2,3,1,3,4,3,5,3,3,4,5,5,1,4,3,5,5,3,3,3,4,3,3,2,3,1,3
"61",23,175,72,1,"male","right handed","college/bachelor degree","no","city","block of flats",4,1,2,5,4,3,5,4,4,4,4,4,3,4,5,5,4,4,5,3,2,3,5,4,4,4,3,3,3,3,3,"i am always on time","sometimes",2,5,4,4,2,1,2,3,2,3,3,5,3,1,4,3,1,2,3,4,5,3,2,"most of the day",1,1,1,2,2,3,2,2,3,5,4,5,4,4,4,5,4,4,2,2,5,4,4,3,2,3,5,4,4,2,5,5,3,4,2,1,2,4,4,4,3,1,"2","3",3,5,1,2,3,1,1,4,5,2,2,2,2,4,4,4,4,1,3,2,3,3,4,4,2,1,3,5,1,4,4,4,4,5,3,2,4,3,4
"62",23,165,56,1,"male","left handed","secondary school","no","city","block of flats",2,4,3,3,4,1,4,3,1,3,3,1,5,3,5,4,5,3,5,1,3,5,3,4,5,5,3,2,3,3,3,"i am always on time","only to avoid hurting someone",2,3,3,4,3,4,3,3,4,4,5,1,4,4,3,3,1,3,2,4,3,4,2,"few hours a day",1,1,1,3,3,4,4,4,4,2,3,3,3,3,4,5,4,4,1,1,1,3,3,3,3,4,3,1,3,1,1,1,4,1,1,2,3,3,3,5,2,5,"5","3",3,2,5,5,4,4,4,5,5,3,5,1,2,4,3,4,4,1,2,3,2,3,3,3,4,4,3,5,3,4,5,5,5,3,4,4,2,2,4
"63",23,189,81,2,"male","right handed","secondary school","no","city","block of flats",1,4,3,5,5,4,5,5,1,3,5,1,5,4,4,4,5,1,5,5,3,4,4,1,4,4,3,1,4,1,5,"i am always on time","only to avoid hurting someone",2,3,1,4,3,2,4,3,4,2,5,3,2,1,3,5,5,3,1,3,5,4,1,"few hours a day",5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,3,3,3,2,5,4,3,3,5,2,1,4,1,2,1,5,5,1,1,2,5,2,5,5,1,"1","3",5,3,3,3,3,3,2,3,5,3,5,4,5,4,4,5,4,5,4,5,4,5,5,5,4,5,5,5,4,5,5,1,5,5,5,5,5,1,5
"64",22,180,78,2,"male","right handed","college/bachelor degree","no","city","block of flats",4,3,3,3,3,1,5,4,3,2,3,2,4,3,3,2,4,1,2,1,3,3,4,2,5,3,1,3,3,2,5,"i am always on time","sometimes",4,4,3,5,2,3,1,3,4,2,3,3,3,1,4,4,3,3,4,4,5,3,3,"few hours a day",3,2,2,4,4,4,3,2,3,3,4,2,3,5,2,4,3,4,1,1,2,3,3,2,4,5,3,3,3,1,1,1,5,5,1,2,3,4,2,5,5,3,"2","3",4,3,2,5,4,4,4,5,5,4,5,1,3,2,1,2,3,1,2,5,4,3,3,1,3,5,1,5,4,5,3,2,4,5,3,3,4,3,4
"65",18,180,52,0,"female","right handed","primary school","yes","city","block of flats",3,1,1,3,5,5,3,3,4,4,5,2,1,5,1,5,5,1,5,1,2,5,5,1,2,5,5,4,3,1,3,"i am often running late","only to avoid hurting someone",1,3,5,5,5,3,2,3,4,4,5,4,4,5,4,4,2,3,3,5,1,4,2,"most of the day",1,2,5,3,5,1,3,5,4,3,1,2,2,1,3,5,2,1,5,5,2,1,5,5,1,1,2,1,1,2,1,1,2,1,1,3,5,4,5,5,4,5,"4","3",3,1,5,5,5,5,5,5,5,3,3,1,1,1,4,4,5,1,3,2,1,2,2,1,3,2,2,5,2,1,5,5,1,3,5,5,2,1,2
"66",17,185,84,1,"male","left handed","primary school","yes","city","block of flats",2,1,2,3,3,2,2,4,5,3,3,3,5,2,1,1,4,1,2,3,3,3,4,3,5,2,5,5,4,1,3,"i am often early","everytime it suits me",2,1,4,3,4,3,2,2,5,4,3,5,3,1,3,3,4,3,3,5,3,3,2,"few hours a day",1,1,2,2,1,2,1,4,2,4,5,2,3,2,1,5,3,2,1,1,1,5,3,3,1,2,1,2,3,1,1,1,3,3,1,2,2,2,1,3,3,3,"2","3",3,1,2,3,5,3,5,2,4,3,3,1,2,2,1,3,3,3,2,4,2,2,2,1,2,4,2,5,5,5,5,3,5,5,4,4,3,2,5
"67",20,183,83,1,"male","right handed","secondary school","no","village","house/bungalow",2,3,1,3,3,1,2,5,3,5,2,3,1,3,5,3,3,1,3,4,3,2,2,3,5,3,3,4,3,1,3,"i am often early","sometimes",2,4,3,2,3,3,2,3,3,2,5,3,2,3,4,4,5,4,1,3,2,3,3,"less than an hour a day",3,2,3,5,1,3,2,1,1,3,3,2,2,5,5,4,3,2,1,2,1,4,2,1,1,4,2,1,3,1,1,1,5,5,1,3,3,4,2,4,2,1,"2","3",3,3,3,3,2,2,4,5,4,3,4,2,2,2,4,5,3,4,3,3,3,3,2,2,4,5,1,4,3,4,5,3,5,5,5,5,4,3,3
"68",24,160,58,0,"female","right handed","college/bachelor degree","yes","village","house/bungalow",3,3,2,5,4,4,4,5,2,5,3,2,1,2,5,5,4,1,5,3,3,3,4,2,1,2,1,4,4,2,4,"i am often early","only to avoid hurting someone",2,4,3,3,3,2,2,3,5,3,3,3,3,3,5,4,2,4,3,1,4,2,3,"few hours a day",1,1,2,4,1,3,2,2,5,2,2,3,3,4,2,3,1,5,2,2,3,3,4,3,3,1,2,2,3,5,2,2,1,3,4,3,3,2,3,5,2,4,"1","1",4,3,3,2,3,2,1,3,3,4,4,3,2,2,4,5,1,1,1,4,3,4,4,1,5,1,1,5,3,3,5,5,1,2,4,1,2,1,3
"69",18,162,50,1,"female","right handed","college/bachelor degree","no","village","house/bungalow",2,1,4,4,2,5,3,4,4,5,5,2,1,1,5,5,3,3,1,1,5,4,2,4,5,2,5,5,3,1,2,"i am often early","sometimes",3,1,4,3,2,3,3,4,2,4,5,5,4,3,4,3,2,3,3,4,1,2,3,"few hours a day",3,5,2,2,4,5,3,1,3,5,2,2,3,5,2,5,2,4,3,5,2,3,4,1,4,3,2,5,4,1,2,1,5,1,1,1,3,4,3,5,1,4,"2","5",2,1,3,3,4,4,4,4,5,5,3,2,1,2,4,3,5,5,5,1,5,4,4,3,2,4,2,5,1,2,5,4,4,2,5,5,2,1,3
"70",20,163,47,3,"female","left handed","secondary school","no","city","block of flats",2,4,3,5,3,1,3,3,1,5,1,3,2,5,4,5,4,4,2,4,4,4,3,3,1,4,3,5,2,5,3,"i am often running late","everytime it suits me",4,4,4,2,4,5,1,3,4,3,5,2,5,3,3,5,2,4,3,3,3,4,3,"most of the day",2,5,1,1,1,5,5,1,5,3,2,2,2,1,1,3,1,1,5,5,5,1,3,4,1,2,3,1,3,3,1,1,1,1,1,5,5,2,5,5,1,4,"2","3",2,1,4,3,3,1,4,3,5,4,1,1,1,1,4,5,4,1,1,1,1,1,2,1,4,1,2,5,1,1,5,5,1,1,3,5,1,1,1
"71",17,185,82,1,"male","right handed","secondary school","yes","city","house/bungalow",2,4,2,3,2,3,3,5,1,3,2,2,2,2,3,4,4,2,3,1,3,3,3,3,1,3,3,3,3,3,4,"i am always on time","never",2,3,3,3,3,3,1,4,3,3,3,4,4,3,5,4,4,4,3,3,4,5,3,"few hours a day",2,2,2,2,4,3,3,3,4,3,2,1,3,1,1,3,3,3,1,1,2,1,3,1,5,5,2,1,5,2,1,1,1,5,2,2,4,3,1,5,5,2,"4","3",3,3,3,2,3,3,3,3,5,3,5,2,2,2,3,5,3,1,1,5,2,3,1,1,2,3,1,5,1,3,5,3,3,3,2,3,2,1,1
"72",20,175,83,1,"male","left handed","secondary school","yes","city","block of flats",3,4,2,4,4,2,4,4,3,3,5,3,4,5,5,4,3,1,3,1,4,3,4,3,4,5,3,4,3,3,3,"i am often running late","sometimes",2,4,3,4,3,3,3,3,5,3,4,5,4,1,4,5,3,4,3,3,4,3,3,"few hours a day",1,1,1,4,3,4,3,5,5,1,5,1,5,2,1,4,2,4,1,1,3,4,2,1,5,5,1,1,3,1,1,1,1,5,1,4,4,4,1,5,3,5,"2","1",5,4,3,2,2,2,1,5,4,3,2,3,1,4,1,4,1,1,1,4,4,1,2,3,1,3,1,4,2,3,5,3,1,3,3,4,3,1,5
"73",28,168,52,1,"female","right handed","secondary school","no","city","block of flats",2,2,4,2,3,3,4,3,1,5,4,4,4,4,2,2,3,1,5,2,3,5,5,5,5,4,5,5,3,2,5,"i am always on time","everytime it suits me",2,3,3,4,4,3,3,5,3,4,3,5,3,5,3,4,4,3,4,2,3,3,1,"few hours a day",1,3,3,3,5,5,4,3,4,4,3,2,1,1,1,4,3,1,1,1,2,2,3,1,1,3,1,2,5,3,3,1,4,3,2,2,3,1,2,5,4,2,"4","3",4,3,2,2,2,2,2,3,5,3,2,2,2,2,5,5,5,2,4,4,2,2,3,3,5,1,1,5,4,5,5,5,3,3,5,5,4,2,5
"74",21,177,80,1,"male","right handed","secondary school","yes","city","house/bungalow",3,5,2,1,3,4,5,4,3,4,5,4,1,4,1,3,3,2,4,2,2,5,2,3,5,5,3,5,4,3,4,"i am always on time","everytime it suits me",1,5,2,3,3,4,3,4,3,3,4,5,3,3,5,3,3,3,1,5,3,4,3,"few hours a day",5,2,1,3,3,3,3,5,3,5,4,3,4,1,1,5,5,3,2,2,2,4,5,1,2,5,2,5,5,5,3,1,3,5,1,2,5,5,2,5,1,5,"4","3",3,3,5,4,4,4,2,2,5,3,3,2,2,2,1,5,2,1,2,5,2,2,2,2,4,3,1,5,4,4,5,4,3,5,5,5,3,3,5
"75",22,190,80,1,"male","right handed","masters degree","no","city","block of flats",5,5,4,4,5,5,5,5,1,1,1,1,5,4,5,5,5,1,1,5,1,4,5,3,2,2,3,5,3,3,2,"i am always on time","sometimes",2,4,5,4,2,2,3,4,4,3,4,4,4,1,3,2,1,3,1,1,1,4,3,"few hours a day",5,5,1,4,3,4,3,3,5,2,4,3,5,1,1,4,3,4,1,1,1,4,5,1,3,5,3,2,5,1,5,3,2,5,1,1,3,2,2,4,4,3,"2","3",3,5,2,5,1,5,1,1,5,3,2,1,4,5,3,2,1,1,1,5,4,1,1,1,1,2,4,5,1,1,5,1,4,5,3,1,4,5,5
